Name,Length,Voltage,Current,Power
21_14_08_649180_temperature_from_humidity_js,0:00:00.097055,5.112,300.357,1536.376
21_14_08_867545_pressure_js,0:00:00.098924,5.113,299.380,1544.716
21_14_09_089373_humidity_js,0:00:00.101664,5.120,262.415,1344.412
21_14_09_314413_temperature_from_pressure_js,0:00:00.098761,5.120,260.371,1332.056
21_14_09_536525_temperature_from_humidity_js,0:00:00.096919,5.122,260.471,1338.397
21_14_09_755248_pressure_js,0:00:00.098550,5.121,259.982,1332.474
21_14_09_977741_humidity_js,0:00:00.102399,5.122,260.060,1334.523
21_14_10_302049_save_record_sqlite3_js,0:00:00.172619,5.118,277.735,1409.797
21_14_10_519955_query_record_sqlite3_js,0:00:00.101658,5.121,260.734,1346.852
21_14_10_829950_save_record_sqlite3_js,0:00:00.180922,5.117,276.208,1409.538
21_14_11_046970_query_record_sqlite3_js,0:00:00.101721,5.123,260.206,1350.377
21_14_11_312176_save_record_sqlite3_js,0:00:00.142353,5.120,271.021,1385.301
21_14_11_534225_query_record_sqlite3_js,0:00:00.101895,5.122,263.197,1336.031
21_14_11_786515_save_record_sqlite3_js,0:00:00.128045,5.121,268.779,1371.418
21_14_12_006763_query_record_sqlite3_js,0:00:00.096575,5.122,262.280,1340.952
21_14_12_261539_save_record_sqlite3_js,0:00:00.127664,5.118,273.141,1381.120
21_14_12_482045_query_record_sqlite3_js,0:00:00.096827,5.122,263.685,1351.893
21_14_12_736820_save_record_sqlite3_js,0:00:00.127681,5.119,272.483,1372.267
21_14_12_956755_query_record_sqlite3_js,0:00:00.097316,5.121,262.260,1327.991
21_14_13_211057_save_record_sqlite3_js,0:00:00.127819,5.118,272.396,1376.188
21_14_13_431907_query_record_sqlite3_js,0:00:00.096873,5.121,264.222,1334.843
21_14_13_686730_save_record_sqlite3_js,0:00:00.133438,5.120,273.007,1381.655
21_14_13_906242_query_record_sqlite3_js,0:00:00.096706,5.122,263.173,1350.500
21_14_14_160349_save_record_sqlite3_js,0:00:00.127691,5.119,270.551,1376.965
21_14_14_381751_query_record_sqlite3_js,0:00:00.101793,5.121,262.532,1329.889
21_14_14_635088_save_record_sqlite3_js,0:00:00.127831,5.120,272.962,1371.996
21_14_14_855758_query_record_sqlite3_js,0:00:00.096780,5.123,262.363,1340.302
21_14_15_104634_http_get_js,0:00:00.098566,5.122,263.232,1363.949
21_14_15_327457_http_post_js,0:00:00.101705,5.121,261.250,1336.563
21_14_15_548144_http_get_js,0:00:00.096855,5.122,260.663,1334.890
21_14_15_769983_http_post_js,0:00:00.098570,5.122,260.859,1334.425
21_14_15_992422_http_get_js,0:00:00.102219,5.121,260.819,1340.067
21_14_16_214393_http_post_js,0:00:00.103856,5.123,259.451,1342.084
21_14_16_434963_http_get_js,0:00:00.101469,5.121,260.191,1338.648
21_14_16_656825_http_post_js,0:00:00.098715,5.119,265.152,1356.516
21_14_16_877746_http_get_js,0:00:00.096989,5.120,261.106,1330.894
21_14_17_100920_http_post_js,0:00:00.097074,5.123,259.446,1343.926
21_14_17_321179_http_get_js,0:00:00.096768,5.122,260.137,1340.302
21_14_17_543685_http_post_js,0:00:00.101815,5.121,261.034,1345.100
21_14_17_764994_http_get_js,0:00:00.098359,5.122,260.741,1348.804
21_14_17_986920_http_post_js,0:00:00.101453,5.121,260.860,1338.803
21_14_18_207791_http_get_js,0:00:00.098646,5.122,262.596,1354.356
21_14_18_430174_http_post_js,0:00:00.101642,5.122,260.042,1329.579
21_14_18_652092_http_get_js,0:00:00.103335,5.120,261.675,1341.197
21_14_18_873458_http_post_js,0:00:00.101564,5.121,260.828,1331.153
21_14_19_094129_http_get_js,0:00:00.096618,5.121,259.218,1334.565
21_14_19_316752_http_post_js,0:00:00.098809,5.121,262.490,1335.610
21_14_23_844829_LED_show_message_js,0:00:04.104772,5.111,308.178,1582.938
21_14_27_037997_LED_show_letter_js,0:00:03.011408,5.117,280.033,1441.479
21_14_30_259266_LED_set_pixels_js_0,0:00:03.045312,5.121,266.205,1359.659
21_14_33_479745_LED_set_pixels_js_1,0:00:03.042932,5.121,261.443,1339.495
21_14_36_702413_LED_set_pixels_js_2,0:00:03.044993,5.117,280.306,1439.355
21_14_39_924274_LED_set_pixels_js_3,0:00:03.046197,5.120,265.783,1360.762
21_14_43_144664_LED_set_pixels_js_4,0:00:03.042045,5.118,272.144,1387.170
21_14_46_367093_LED_set_pixels_js_5,0:00:03.043938,5.118,278.456,1426.567
21_14_49_587132_LED_set_pixels_js_6,0:00:03.037577,5.115,287.010,1466.254
21_14_52_808265_LED_set_pixels_js_7,0:00:03.045585,5.113,296.580,1516.648
21_14_56_029943_LED_set_pixels_js_8,0:00:03.045729,5.110,305.334,1575.389
21_15_00_285549_LED_show_message_js,0:00:04.047147,5.117,279.269,1424.282
21_15_03_480919_LED_show_letter_js,0:00:03.006793,5.117,281.323,1442.557
21_15_06_706800_LED_set_pixels_js_0,0:00:03.039017,5.121,260.485,1335.327
21_15_09_929475_LED_set_pixels_js_1,0:00:03.032772,5.121,261.318,1338.164
21_15_13_155228_LED_set_pixels_js_2,0:00:03.033465,5.121,263.249,1352.103
21_15_16_378541_LED_set_pixels_js_3,0:00:03.026148,5.120,268.912,1366.264
21_15_19_602391_LED_set_pixels_js_4,0:00:03.027761,5.119,272.539,1394.072
21_15_22_827283_LED_set_pixels_js_5,0:00:03.019936,5.117,277.116,1424.149
21_15_25_990425_LED_set_pixels_js_6,0:00:03.013767,5.116,287.018,1469.804
21_15_29_214658_LED_set_pixels_js_7,0:00:03.073068,5.113,298.195,1537.870
21_15_32_438952_LED_set_pixels_js_8,0:00:03.069417,5.110,305.094,1569.572
21_15_36_699552_LED_show_message_js,0:00:04.069575,5.117,278.979,1417.323
21_15_39_887998_LED_show_letter_js,0:00:03.029100,5.117,281.209,1434.864
21_15_43_109662_LED_set_pixels_js_0,0:00:03.063288,5.122,260.555,1333.827
21_15_46_333724_LED_set_pixels_js_1,0:00:03.066985,5.122,261.182,1340.054
21_15_49_557074_LED_set_pixels_js_2,0:00:03.061474,5.121,262.828,1350.377
21_15_52_779598_LED_set_pixels_js_3,0:00:03.058412,5.120,266.960,1377.312
21_15_56_002763_LED_set_pixels_js_4,0:00:03.058631,5.119,271.612,1381.004
21_15_59_223855_LED_set_pixels_js_5,0:00:03.056200,5.117,280.774,1433.061
21_16_02_445515_LED_set_pixels_js_6,0:00:03.062051,5.115,287.655,1461.693
21_16_05_664965_LED_set_pixels_js_7,0:00:03.051920,5.113,296.183,1513.991
21_16_08_886469_LED_set_pixels_js_8,0:00:03.056132,5.110,308.993,1556.959
21_16_13_143293_LED_show_message_js,0:00:04.065094,5.117,278.550,1422.791
21_16_16_333694_LED_show_letter_js,0:00:03.023648,5.116,280.110,1438.759
21_16_19_557126_LED_set_pixels_js_0,0:00:03.054470,5.122,260.336,1334.319
21_16_22_779690_LED_set_pixels_js_1,0:00:03.055738,5.121,262.402,1338.663
21_16_26_000663_LED_set_pixels_js_2,0:00:03.054182,5.121,263.716,1350.951
21_16_29_220788_LED_set_pixels_js_3,0:00:03.050640,5.119,269.868,1391.542
21_16_32_441767_LED_set_pixels_js_4,0:00:03.051743,5.119,272.907,1393.228
21_16_35_662767_LED_set_pixels_js_5,0:00:03.052081,5.117,277.580,1422.306
21_16_38_884703_LED_set_pixels_js_6,0:00:03.049193,5.116,286.134,1467.269
21_16_42_107660_LED_set_pixels_js_7,0:00:03.049616,5.113,295.408,1514.331
21_16_45_329704_LED_set_pixels_js_8,0:00:03.048934,5.111,305.538,1575.353
21_16_49_584621_LED_show_message_js,0:00:04.051524,5.117,277.925,1419.072
21_16_52_775217_LED_show_letter_js,0:00:03.014301,5.116,281.232,1436.181
21_16_55_998834_LED_set_pixels_js_0,0:00:03.055756,5.121,260.208,1333.687
21_16_59_220882_LED_set_pixels_js_1,0:00:03.049765,5.121,261.197,1338.113
21_17_02_447251_LED_set_pixels_js_2,0:00:03.051742,5.120,266.154,1358.909
21_17_05_664045_LED_set_pixels_js_3,0:00:03.041038,5.119,268.310,1378.155
21_17_08_887538_LED_set_pixels_js_4,0:00:03.045262,5.118,273.458,1393.743
21_17_12_108733_LED_set_pixels_js_5,0:00:03.044726,5.117,279.188,1426.476
21_17_15_330589_LED_set_pixels_js_6,0:00:03.047628,5.115,286.471,1464.863
21_17_18_551052_LED_set_pixels_js_7,0:00:03.044050,5.113,295.906,1513.288
21_17_21_772882_LED_set_pixels_js_8,0:00:03.037857,5.110,306.598,1572.131
21_17_26_032620_LED_show_message_js,0:00:04.045350,5.117,276.137,1427.148
21_17_29_228550_LED_show_letter_js,0:00:03.004310,5.115,285.535,1452.766
21_17_32_453701_LED_set_pixels_js_0,0:00:03.032694,5.121,260.617,1332.038
21_17_35_677605_LED_set_pixels_js_1,0:00:03.027043,5.121,261.727,1339.097
21_17_38_903174_LED_set_pixels_js_2,0:00:03.026683,5.120,263.430,1347.193
21_17_42_123644_LED_set_pixels_js_3,0:00:03.020363,5.120,266.927,1366.173
21_17_45_347588_LED_set_pixels_js_4,0:00:03.019722,5.119,271.644,1392.312
21_17_48_572284_LED_set_pixels_js_5,0:00:03.020849,5.117,278.540,1432.222
21_17_51_736458_LED_set_pixels_js_6,0:00:03.014379,5.115,287.496,1468.603
21_17_54_959352_LED_set_pixels_js_7,0:00:03.074202,5.112,293.821,1504.841
21_17_58_180182_LED_set_pixels_js_8,0:00:03.070698,5.111,305.794,1572.823
21_18_02_438060_LED_show_message_js,0:00:04.083590,5.117,279.309,1429.051
21_18_05_630259_LED_show_letter_js,0:00:03.037089,5.117,280.875,1435.689
21_18_08_854497_LED_set_pixels_js_0,0:00:03.069318,5.121,260.312,1334.121
21_18_12_075986_LED_set_pixels_js_1,0:00:03.070301,5.121,261.218,1336.658
21_18_15_295039_LED_set_pixels_js_2,0:00:03.062121,5.121,264.189,1346.117
21_18_18_516564_LED_set_pixels_js_3,0:00:03.070893,5.121,265.646,1355.574
21_18_21_737124_LED_set_pixels_js_4,0:00:03.063511,5.118,273.831,1388.895
21_18_24_960288_LED_set_pixels_js_5,0:00:03.066326,5.117,277.719,1427.452
21_18_28_184283_LED_set_pixels_js_6,0:00:03.062788,5.115,287.718,1479.792
21_18_31_406593_LED_set_pixels_js_7,0:00:03.069140,5.113,296.991,1515.819
21_18_34_624117_LED_set_pixels_js_8,0:00:03.056975,5.111,308.576,1560.309
21_18_38_882360_LED_show_message_js,0:00:04.065653,5.117,277.452,1428.860
21_18_42_076226_LED_show_letter_js,0:00:03.028443,5.116,280.942,1434.268
21_18_45_299784_LED_set_pixels_js_0,0:00:03.056905,5.121,260.492,1334.137
21_18_48_520078_LED_set_pixels_js_1,0:00:03.051951,5.121,261.287,1338.151
21_18_51_743138_LED_set_pixels_js_2,0:00:03.058350,5.121,263.548,1353.152
21_18_54_964352_LED_set_pixels_js_3,0:00:03.055456,5.120,265.850,1362.440
21_18_58_186835_LED_set_pixels_js_4,0:00:03.051576,5.119,272.675,1390.470
21_19_01_408771_LED_set_pixels_js_5,0:00:03.051967,5.117,277.794,1426.280
21_19_04_632720_LED_set_pixels_js_6,0:00:03.049427,5.115,287.004,1462.774
21_19_07_854207_LED_set_pixels_js_7,0:00:03.049909,5.113,295.078,1512.717
21_19_11_069881_LED_set_pixels_js_8,0:00:03.045096,5.111,304.562,1584.128
21_19_15_326305_LED_show_message_js,0:00:04.060110,5.116,279.425,1424.808
21_19_18_524277_LED_show_letter_js,0:00:03.019455,5.117,280.149,1438.899
21_19_21_744324_LED_set_pixels_js_0,0:00:03.044502,5.121,260.579,1332.870
21_19_24_968128_LED_set_pixels_js_1,0:00:03.048280,5.121,261.062,1337.647
21_19_28_188873_LED_set_pixels_js_2,0:00:03.043998,5.119,265.491,1359.766
21_19_31_408448_LED_set_pixels_js_3,0:00:03.042540,5.120,266.806,1364.939
21_19_34_629244_LED_set_pixels_js_4,0:00:03.043750,5.119,272.948,1392.208
21_19_37_853392_LED_set_pixels_js_5,0:00:03.043737,5.117,278.331,1424.867
21_19_41_074612_LED_set_pixels_js_6,0:00:03.042674,5.115,287.435,1466.967
21_19_44_296242_LED_set_pixels_js_7,0:00:03.044800,5.113,296.219,1515.109
21_19_47_514360_LED_set_pixels_js_8,0:00:03.038730,5.110,306.985,1554.434
21_19_51_770297_LED_show_message_js,0:00:04.051198,5.118,279.391,1427.893
21_19_54_964143_LED_show_letter_js,0:00:03.013575,5.116,281.411,1433.386
21_19_58_186128_LED_set_pixels_js_0,0:00:03.041237,5.121,260.205,1333.613
21_20_01_407104_LED_set_pixels_js_1,0:00:03.044471,5.121,261.264,1340.712
21_20_04_627735_LED_set_pixels_js_2,0:00:03.042672,5.121,263.049,1349.414
21_20_07_845954_LED_set_pixels_js_3,0:00:03.043617,5.119,268.482,1376.154
21_20_11_067169_LED_set_pixels_js_4,0:00:03.048002,5.119,272.020,1392.341
21_20_14_289214_LED_set_pixels_js_5,0:00:03.045863,5.117,278.913,1424.109
21_20_17_511411_LED_set_pixels_js_6,0:00:03.045091,5.115,286.738,1467.337
21_20_20_732708_LED_set_pixels_js_7,0:00:03.040266,5.113,294.130,1513.280
21_20_23_955010_LED_set_pixels_js_8,0:00:03.042166,5.110,304.819,1572.459
21_20_35_314302_scheduling_js,0:00:10.958301,5.121,261.733,1338.925
